NMT; anio; mes; dia; tipo; LAEQ; LAS01; LAS10; LAS50; LAS90; LAS99
3;2021;1;27; E; 060.3; 068.3; 062.8; 056.9; 051.3; 050.1
5;2021;1;27; E; 059.4; 066.2; 062.3; 057.5; 051.1; 042.6
6;2021;1;27; E; 068.0; 075.3; 070.9; 065.5; 059.5; 053.0
8;2021;1;27; E; 064.6; 072.8; 067.6; 063.0; 057.9; 049.4
10;2021;1;27; E; 063.6; 072.5; 067.2; 060.2; 052.2; 048.4
11;2021;1;27; E; 066.5; 072.6; 069.5; 065.6; 056.5; 047.5
12;2021;1;27; E; 063.6; 074.0; 063.8; 060.1; 055.1; 051.0
13;2021;1;27; E; 056.8; 065.9; 059.5; 053.6; 045.6; 041.9
14;2021;1;27; E; 063.3; 068.7; 065.5; 062.7; 058.6; 053.9
16;2021;1;27; E; 061.3; 068.3; 064.6; 058.9; 045.4; 038.6
17;2021;1;27; E; 059.2; 069.9; 062.0; 054.2; 043.9; 039.2
18;2021;1;27; E; 056.4; 068.1; 057.2; 050.0; 042.9; 041.3
19;2021;1;27; E; 065.2; 070.6; 062.3; 056.1; 049.7; 042.6
20;2021;1;27; E; 059.3; 067.9; 062.0; 056.3; 047.1; 040.5
25;2021;1;27; E; 066.9; 069.9; 068.6; 066.9; 063.3; 059.2
26;2021;1;27; E; 057.9; 066.5; 061.7; 055.0; 052.2; 049.9
27;2021;1;27; E; 055.5; 066.5; 058.0; 047.8; 043.7; 041.8
28;2021;1;27; E; 066.8; 074.8; 070.6; 063.2; 052.7; 044.3
29;2021;1;27; E; 057.2; 066.0; 061.4; 050.3; 039.2; 034.7
30;2021;1;27; E; 057.4; 066.5; 059.9; 054.7; 048.1; 044.3
31;2021;1;27; E; 060.9; 070.8; 065.9; 054.6; 046.6; 043.8
47;2021;1;27; E; 052.4; 064.5; 053.8; 046.9; 041.7; 039.2
48;2021;1;27; E; 060.4; 068.0; 062.9; 058.7; 053.7; 050.9
50;2021;1;27; E; 065.1; 071.3; 066.6; 063.3; 058.2; 053.2
54;2021;1;27; E; 060.7; 066.8; 063.2; 058.8; 049.9; 043.0
55;2021;1;27; E; 052.3; 061.5; 054.8; 048.6; 044.2; 042.2
86;2021;1;27; E; 053.0; 062.1; 056.8; 049.5; 042.7; 039.2
1;2021;1;27; N; 059.8; 070.3; 064.2; 052.1; 041.4; 037.4
2;2021;1;27; N; 062.0; 070.6; 065.8; 057.2; 050.7; 045.5
3;2021;1;27; N; 056.3; 069.6; 058.0; 043.9; 039.4; 038.0
5;2021;1;27; N; 049.4; 059.8; 053.8; 041.9; 035.4; 034.2
6;2021;1;27; N; 059.4; 069.4; 062.7; 051.7; 042.2; 038.6
8;2021;1;27; N; 058.2; 068.2; 062.0; 053.3; 044.0; 042.3
10;2021;1;27; N; 054.3; 066.2; 055.8; 048.0; 046.6; 046.1
11;2021;1;27; N; 056.7; 068.1; 061.0; 045.2; 037.1; 035.4
12;2021;1;27; N; 054.4; 062.7; 057.8; 051.2; 046.9; 045.3
13;2021;1;27; N; 046.7; 058.0; 048.9; 038.1; 034.9; 034.1
14;2021;1;27; N; 057.2; 065.8; 061.4; 053.5; 044.7; 039.2
16;2021;1;27; N; 055.5; 065.2; 058.0; 037.0; 033.1; 031.9
17;2021;1;27; N; 046.0; 056.5; 048.5; 038.2; 034.2; 033.1
18;2021;1;27; N; 045.8; 055.6; 049.3; 041.4; 040.2; 040.0
19;2021;1;27; N; 049.7; 061.5; 052.7; 040.4; 031.9; 028.6
20;2021;1;27; N; 049.9; 061.3; 051.8; 040.8; 036.6; 036.1
25;2021;1;27; N; 061.1; 068.9; 065.6; 057.8; 045.7; 036.7
26;2021;1;27; N; 053.1; 065.0; 055.0; 046.8; 040.0; 036.5
27;2021;1;27; N; 049.5; 062.2; 050.9; 040.9; 033.6; 031.4
28;2021;1;27; N; 058.6; 071.5; 061.2; 040.5; 037.2; 036.0
29;2021;1;27; N; 048.4; 062.3; 048.5; 033.8; 032.6; 032.1
30;2021;1;27; N; 049.4; 060.9; 053.0; 040.4; 037.6; 036.3
31;2021;1;27; N; 047.1; 054.1; 046.6; 041.6; 038.3; 037.0
47;2021;1;27; N; 048.5; 060.6; 046.8; 036.9; 035.1; 034.1
48;2021;1;27; N; 054.9; 067.0; 057.7; 047.9; 039.4; 036.4
50;2021;1;27; N; 056.7; 065.4; 060.7; 052.8; 046.2; 043.7
54;2021;1;27; N; 050.2; 061.9; 054.1; 039.3; 034.1; 032.2
55;2021;1;27; N; 044.8; 054.4; 047.6; 040.1; 037.4; 036.3
86;2021;1;27; N; 044.4; 056.9; 045.2; 037.8; 035.1; 034.1
1;2021;1;28; T; 066.9; 073.2; 070.7; 063.0; 048.0; 040.0
2;2021;1;28; T; 067.9; 074.3; 070.2; 066.6; 055.1; 049.0
3;2021;1;28; T; 060.4; 069.1; 064.0; 056.8; 050.7; 050.0
5;2021;1;28; T; 059.5; 066.7; 063.1; 057.8; 038.5; 034.5
6;2021;1;28; T; 068.1; 075.8; 071.2; 064.8; 049.6; 040.8
8;2021;1;28; T; 064.3; 071.4; 067.6; 062.8; 048.4; 043.0
10;2021;1;28; T; 063.4; 072.4; 067.5; 059.4; 047.8; 046.3
11;2021;1;28; T; 066.8; 073.0; 070.1; 065.2; 042.3; 036.6
12;2021;1;28; T; 061.3; 068.7; 063.6; 059.3; 047.7; 041.7
13;2021;1;28; T; 057.8; 067.9; 059.4; 052.1; 035.6; 034.0
14;2021;1;28; T; 064.4; 072.7; 066.7; 063.1; 051.5; 043.0
16;2021;1;28; T; 061.2; 068.8; 065.1; 058.8; 034.6; 032.2
17;2021;1;28; T; 058.1; 067.5; 058.9; 051.2; 034.2; 032.0
18;2021;1;28; T; 056.0; 068.2; 057.8; 050.5; 042.4; 041.2
19;2021;1;28; T; 058.8; 066.7; 061.8; 055.1; 037.0; 028.9
20;2021;1;28; T; 059.4; 067.9; 062.2; 056.1; 038.0; 036.3
24;2021;1;28; T; 045.4; 054.5; 048.6; 042.3; 038.7; 037.0
25;2021;1;28; T; 066.5; 070.9; 069.1; 066.6; 053.2; 039.9
26;2021;1;28; T; 059.1; 067.8; 063.5; 055.5; 045.2; 038.3
27;2021;1;28; T; 054.5; 064.7; 058.6; 047.4; 035.5; 031.1
28;2021;1;28; T; 066.6; 074.8; 071.1; 062.4; 037.4; 035.2
29;2021;1;28; T; 057.1; 066.4; 062.1; 050.2; 033.6; 033.0
30;2021;1;28; T; 056.7; 064.9; 060.4; 054.1; 038.7; 036.4
31;2021;1;28; T; 060.8; 071.7; 065.8; 051.8; 038.3; 036.4
47;2021;1;28; T; 053.3; 065.1; 054.4; 047.4; 036.2; 034.2
48;2021;1;28; T; 059.6; 066.8; 062.9; 058.2; 044.6; 037.8
50;2021;1;28; T; 064.6; 070.5; 066.6; 062.8; 048.4; 043.6
54;2021;1;28; T; 060.6; 067.4; 064.3; 059.0; 034.7; 032.1
55;2021;1;28; T; 052.8; 062.0; 055.4; 048.6; 038.4; 036.4
86;2021;1;28; T; 054.1; 062.9; 057.7; 048.8; 035.9; 034.6
1;2021;1;28; D; 068.3; 073.7; 071.3; 067.0; 059.7; 056.5
2;2021;1;28; D; 069.7; 075.8; 070.9; 068.4; 065.2; 062.2
3;2021;1;28; D; 062.1; 069.9; 065.3; 060.2; 055.5; 052.2
5;2021;1;28; D; 061.7; 067.7; 064.1; 060.5; 056.6; 052.2
6;2021;1;28; D; 069.8; 076.8; 072.1; 067.7; 063.4; 060.4
8;2021;1;28; D; 066.0; 072.0; 068.5; 064.4; 061.5; 058.1
10;2021;1;28; D; 065.3; 073.2; 069.1; 062.2; 057.1; 053.6
11;2021;1;28; D; 068.8; 073.9; 070.8; 067.8; 062.9; 057.1
12;2021;1;28; D; 063.1; 070.4; 064.4; 061.2; 058.1; 055.4
13;2021;1;28; D; 059.3; 070.2; 060.5; 055.0; 049.6; 044.9
14;2021;1;28; D; 066.3; 074.3; 067.9; 064.6; 062.2; 060.2
16;2021;1;28; D; 063.2; 070.1; 065.9; 062.1; 055.3; 047.4
17;2021;1;28; D; 059.6; 066.2; 059.1; 053.7; 048.6; 044.8
18;2021;1;28; D; 058.2; 069.8; 059.5; 053.4; 048.0; 044.4
19;2021;1;28; D; 060.9; 067.8; 062.9; 058.0; 053.8; 051.2
20;2021;1;28; D; 061.0; 068.9; 063.4; 058.4; 054.6; 049.2
24;2021;1;28; D; 046.1; 054.8; 049.1; 043.1; 040.5; 039.3
25;2021;1;28; D; 068.1; 071.6; 069.7; 067.8; 065.8; 062.5
26;2021;1;28; D; 061.0; 068.5; 064.8; 058.2; 054.4; 051.8
27;2021;1;28; D; 056.1; 065.7; 060.1; 050.4; 044.3; 041.5
28;2021;1;28; D; 068.7; 075.4; 072.3; 066.6; 059.8; 054.4
29;2021;1;28; D; 059.2; 067.0; 063.4; 056.0; 047.6; 043.2
30;2021;1;28; D; 058.7; 065.7; 061.5; 057.2; 052.9; 050.2
31;2021;1;28; D; 062.9; 072.5; 067.8; 055.8; 049.9; 045.9
47;2021;1;28; D; 054.9; 065.7; 055.7; 049.8; 046.0; 042.7
48;2021;1;28; D; 061.4; 068.0; 063.8; 060.4; 055.8; 053.0
50;2021;1;28; D; 066.2; 072.0; 067.2; 064.5; 061.5; 059.0
54;2021;1;28; D; 062.5; 067.9; 065.2; 061.6; 057.6; 052.7
55;2021;1;28; D; 054.7; 062.8; 057.4; 051.3; 047.2; 044.4
86;2021;1;28; D; 056.4; 064.3; 059.2; 053.3; 046.6; 040.9
1;2021;1;28; E; 068.0; 077.5; 070.8; 064.6; 056.5; 050.0
2;2021;1;28; E; 067.7; 075.3; 069.3; 066.2; 061.8; 057.0
3;2021;1;28; E; 060.1; 069.2; 062.5; 056.5; 052.0; 051.1
5;2021;1;28; E; 058.9; 065.6; 062.1; 057.6; 051.0; 043.2
6;2021;1;28; E; 069.1; 077.0; 071.2; 065.6; 059.8; 053.2
8;2021;1;28; E; 064.9; 072.0; 067.7; 063.2; 058.0; 048.6
10;2021;1;28; E; 063.5; 071.9; 066.8; 060.3; 053.5; 048.6
11;2021;1;28; E; 066.9; 072.6; 069.7; 066.0; 058.0; 048.3
12;2021;1;28; E; 061.9; 069.0; 063.9; 060.1; 055.6; 051.4
13;2021;1;28; E; 059.8; 068.5; 061.3; 054.2; 044.3; 038.9
14;2021;1;28; E; 063.8; 070.5; 065.6; 062.7; 057.8; 052.3
16;2021;1;28; E; 061.1; 068.0; 064.6; 059.3; 046.7; 038.8
17;2021;1;28; E; 060.2; 070.6; 064.2; 054.7; 043.5; 038.0
18;2021;1;28; E; 055.1; 064.3; 057.4; 051.0; 044.2; 042.0
19;2021;1;28; E; 057.8; 065.7; 061.2; 055.2; 048.6; 043.7
20;2021;1;28; E; 061.0; 069.1; 062.4; 056.5; 045.7; 039.5
24;2021;1;28; E; 044.5; 054.1; 048.0; 041.2; 038.4; 037.2
25;2021;1;28; E; 066.7; 069.9; 068.5; 066.7; 062.8; 057.3
26;2021;1;28; E; 057.7; 066.6; 061.7; 054.2; 051.0; 048.5
27;2021;1;28; E; 054.0; 064.2; 058.2; 048.1; 043.2; 041.0
28;2021;1;28; E; 065.5; 073.9; 069.8; 061.6; 050.6; 038.9
29;2021;1;28; E; 056.5; 065.9; 061.2; 049.8; 037.8; 034.3
30;2021;1;28; E; 055.2; 063.7; 058.8; 052.2; 045.7; 043.4
31;2021;1;28; E; 061.1; 071.0; 066.1; 053.7; 045.5; 042.0
47;2021;1;28; E; 052.8; 065.1; 054.2; 046.9; 040.9; 038.5
48;2021;1;28; E; 060.0; 067.3; 062.3; 058.9; 054.0; 050.7
50;2021;1;28; E; 065.9; 070.4; 066.6; 063.3; 058.3; 053.8
54;2021;1;28; E; 061.2; 067.1; 063.8; 059.4; 049.8; 040.9
55;2021;1;28; E; 053.0; 062.8; 055.0; 048.3; 043.3; 040.0
86;2021;1;28; E; 052.5; 061.3; 056.6; 048.8; 039.8; 036.3
1;2021;1;28; N; 061.4; 071.2; 065.1; 053.1; 042.5; 038.4
2;2021;1;28; N; 062.0; 070.5; 066.0; 057.7; 051.5; 047.1
3;2021;1;28; N; 054.5; 065.3; 053.6; 051.1; 050.2; 049.9
5;2021;1;28; N; 049.9; 060.5; 054.0; 042.1; 035.5; 034.2
6;2021;1;28; N; 060.0; 069.7; 063.3; 053.3; 043.8; 039.2
8;2021;1;28; N; 057.9; 067.9; 061.7; 052.9; 043.9; 042.3
10;2021;1;28; N; 056.5; 068.4; 058.9; 049.0; 047.1; 046.1
11;2021;1;28; N; 057.4; 068.7; 061.7; 048.4; 037.9; 036.2
12;2021;1;28; N; 053.5; 062.2; 057.2; 050.0; 045.7; 039.4
13;2021;1;28; N; 047.9; 059.3; 049.7; 039.0; 034.4; 033.5
14;2021;1;28; N; 058.4; 066.8; 062.6; 054.9; 047.0; 039.8
16;2021;1;28; N; 053.3; 065.2; 057.7; 037.5; 033.1; 031.8
17;2021;1;28; N; 046.2; 056.7; 048.4; 037.5; 032.5; 031.3
18;2021;1;28; N; 048.1; 058.0; 051.0; 042.9; 041.8; 041.1
19;2021;1;28; N; 050.2; 061.9; 052.9; 040.9; 031.4; 028.3
20;2021;1;28; N; 050.3; 060.9; 051.3; 040.5; 037.0; 036.1
25;2021;1;28; N; 060.9; 068.5; 065.4; 057.9; 045.8; 036.9
26;2021;1;28; N; 054.0; 065.4; 056.1; 048.5; 041.0; 036.8
27;2021;1;28; N; 049.8; 062.1; 050.9; 039.1; 032.3; 030.5
28;2021;1;28; N; 059.0; 071.8; 061.5; 040.5; 035.8; 035.0
29;2021;1;28; N; 048.4; 062.2; 048.7; 034.0; 033.2; 033.0
30;2021;1;28; N; 050.5; 061.6; 052.8; 041.1; 037.2; 036.1
31;2021;1;28; N; 048.0; 056.3; 045.4; 039.7; 037.2; 036.1
47;2021;1;28; N; 049.0; 062.2; 048.1; 038.1; 034.7; 034.0
48;2021;1;28; N; 052.0; 060.8; 055.8; 047.3; 040.1; 036.7
50;2021;1;28; N; 056.7; 065.5; 060.5; 051.7; 045.2; 042.9
54;2021;1;28; N; 051.1; 063.1; 055.2; 039.9; 032.8; 031.6
55;2021;1;28; N; 045.1; 055.1; 047.2; 040.2; 037.2; 036.1
86;2021;1;28; N; 044.1; 056.0; 044.3; 037.4; 035.2; 034.2
1;2021;1;29; T; 066.5; 073.0; 070.6; 062.9; 047.3; 039.3
2;2021;1;29; T; 068.0; 074.8; 070.3; 066.8; 054.6; 048.8
3;2021;1;29; T; 060.5; 069.5; 063.9; 056.7; 050.2; 042.3
5;2021;1;29; T; 061.1; 067.9; 063.4; 058.4; 038.1; 034.5
6;2021;1;29; T; 068.5; 076.5; 071.5; 065.1; 048.9; 040.2
8;2021;1;29; T; 065.2; 071.7; 067.8; 063.2; 048.7; 042.4
10;2021;1;29; T; 064.2; 072.8; 067.9; 059.6; 047.1; 046.1
11;2021;1;29; T; 066.8; 073.3; 070.1; 065.2; 040.7; 036.4
12;2021;1;29; T; 061.5; 069.2; 063.7; 059.6; 047.0; 037.7
13;2021;1;29; T; 055.4; 064.3; 058.7; 051.9; 035.8; 034.2
14;2021;1;29; T; 064.4; 071.7; 066.0; 062.7; 050.5; 042.0
16;2021;1;29; T; 061.5; 069.2; 065.2; 059.1; 034.8; 032.3
17;2021;1;29; T; 056.9; 064.9; 058.2; 051.9; 034.8; 032.1
18;2021;1;29; T; 055.5; 065.8; 057.8; 050.9; 043.1; 042.1
19;2021;1;29; T; 058.8; 067.5; 062.0; 055.5; 037.3; 029.4
20;2021;1;29; T; 059.8; 067.9; 062.5; 056.5; 038.5; 036.4
24;2021;1;29; T; 044.8; 054.4; 047.9; 042.0; 036.6; 036.1
25;2021;1;29; T; 066.8; 071.0; 069.3; 067.2; 054.2; 043.6
26;2021;1;29; T; 059.0; 067.7; 063.3; 055.4; 044.8; 038.8
27;2021;1;29; T; 054.9; 065.3; 059.2; 047.8; 035.4; 031.0
28;2021;1;29; T; 066.6; 074.8; 071.1; 061.4; 036.8; 035.1
29;2021;1;29; T; 057.4; 066.3; 062.0; 050.7; 034.1; 033.1
30;2021;1;29; T; 057.9; 065.5; 060.6; 054.4; 039.2; 037.0
31;2021;1;29; T; 061.9; 072.2; 067.0; 053.3; 039.3; 037.3
47;2021;1;29; T; 053.3; 065.1; 054.9; 048.5; 035.9; 034.1
48;2021;1;29; T; 059.9; 067.7; 063.1; 058.4; 044.4; 037.4
50;2021;1;29; T; 064.4; 070.8; 066.8; 063.0; 048.5; 043.9
54;2021;1;29; T; 060.8; 067.7; 064.1; 059.0; 035.9; 033.1
55;2021;1;29; T; 053.2; 062.6; 055.9; 049.0; 038.3; 036.5
86;2021;1;29; T; 054.8; 063.7; 058.3; 050.4; 036.6; 035.1
1;2021;1;29; D; 068.1; 073.4; 071.3; 066.2; 060.1; 056.6
2;2021;1;29; D; 069.5; 076.7; 071.1; 068.4; 065.3; 062.4
3;2021;1;29; D; 062.3; 070.4; 065.4; 059.5; 053.4; 046.3
5;2021;1;29; D; 063.3; 070.0; 064.5; 060.8; 057.1; 053.2
6;2021;1;29; D; 070.1; 077.5; 072.4; 068.1; 063.5; 060.4
8;2021;1;29; D; 066.9; 072.2; 068.6; 064.7; 061.9; 058.6
10;2021;1;29; D; 065.5; 073.5; 069.4; 062.6; 057.5; 053.7
11;2021;1;29; D; 068.6; 074.3; 070.8; 067.8; 062.8; 057.8
12;2021;1;29; D; 063.2; 071.0; 064.4; 061.3; 058.2; 055.4
13;2021;1;29; D; 057.3; 065.7; 059.8; 054.9; 049.5; 044.4
14;2021;1;29; D; 065.9; 073.6; 066.6; 063.9; 061.5; 059.7
16;2021;1;29; D; 063.3; 070.0; 065.9; 062.2; 055.1; 048.1
17;2021;1;29; D; 058.8; 065.5; 058.8; 053.7; 048.9; 044.6
18;2021;1;29; D; 056.8; 066.9; 059.0; 053.2; 048.3; 045.6
19;2021;1;29; D; 060.7; 068.6; 063.1; 058.0; 053.7; 051.1
20;2021;1;29; D; 061.6; 068.8; 063.6; 058.6; 055.0; 050.0
24;2021;1;29; D; 045.8; 054.9; 048.8; 043.3; 040.1; 038.6
25;2021;1;29; D; 068.4; 071.6; 069.7; 068.1; 066.4; 065.0
26;2021;1;29; D; 060.8; 068.1; 064.7; 057.8; 054.2; 051.9
27;2021;1;29; D; 056.7; 066.2; 061.0; 050.5; 045.3; 042.3
28;2021;1;29; D; 068.7; 075.3; 072.3; 066.3; 058.3; 053.6
29;2021;1;29; D; 059.1; 066.8; 063.2; 056.0; 047.8; 043.2
30;2021;1;29; D; 060.1; 066.5; 061.8; 057.1; 052.8; 050.5
31;2021;1;29; D; 063.7; 072.8; 068.7; 057.3; 051.0; 048.1
47;2021;1;29; D; 054.9; 065.9; 056.4; 050.8; 046.6; 042.8
48;2021;1;29; D; 061.5; 068.7; 063.7; 060.3; 056.0; 053.1
50;2021;1;29; D; 066.0; 072.0; 067.5; 064.7; 061.5; 058.9
54;2021;1;29; D; 062.7; 068.4; 064.9; 061.1; 057.0; 052.9
55;2021;1;29; D; 055.0; 063.4; 057.8; 051.7; 047.4; 044.5
86;2021;1;29; D; 056.8; 064.9; 059.5; 054.0; 047.4; 042.2
1;2021;1;29; E; 068.0; 073.8; 070.7; 065.8; 061.0; 058.6
2;2021;1;29; E; 069.0; 076.5; 069.9; 067.0; 063.2; 059.9
3;2021;1;29; E; 060.2; 068.5; 063.0; 058.3; 048.8; 044.4
5;2021;1;29; E; 060.4; 065.9; 062.7; 058.7; 053.9; 047.4
6;2021;1;29; E; 069.8; 079.5; 071.4; 065.9; 060.8; 055.0
8;2021;1;29; E; 065.5; 072.8; 068.1; 063.7; 059.5; 052.3
10;2021;1;29; E; 064.4; 072.3; 067.6; 060.9; 054.7; 049.9
11;2021;1;29; E; 067.4; 073.2; 069.8; 066.1; 059.0; 050.9
12;2021;1;29; E; 062.1; 069.8; 064.0; 060.7; 056.8; 052.4
13;2021;1;29; E; 055.7; 064.4; 058.8; 053.5; 046.0; 040.3
14;2021;1;29; E; 065.9; 074.8; 066.5; 063.7; 059.2; 054.5
16;2021;1;29; E; 062.2; 069.9; 065.4; 060.2; 049.5; 040.6
17;2021;1;29; E; 056.2; 065.5; 059.2; 053.5; 044.9; 039.0
18;2021;1;29; E; 057.3; 066.1; 058.5; 053.0; 047.2; 044.7
19;2021;1;29; E; 059.1; 067.8; 062.1; 056.4; 050.3; 045.3
20;2021;1;29; E; 060.9; 068.9; 062.8; 057.5; 050.3; 044.7
24;2021;1;29; E; 046.4; 055.2; 049.2; 044.8; 038.5; 037.2
25;2021;1;29; E; 067.4; 070.8; 069.1; 067.5; 063.0; 057.9
26;2021;1;29; E; 058.2; 066.8; 062.1; 055.0; 052.2; 049.4
27;2021;1;29; E; 054.7; 064.6; 058.7; 049.1; 044.3; 042.2
28;2021;1;29; E; 066.0; 074.0; 070.2; 061.8; 053.2; 043.5
29;2021;1;29; E; 058.5; 067.0; 062.1; 051.7; 040.9; 035.0
30;2021;1;29; E; 056.2; 063.9; 059.1; 054.2; 048.6; 045.3
31;2021;1;29; E; 063.3; 072.5; 068.1; 056.8; 048.9; 046.1
47;2021;1;29; E; 053.6; 066.5; 054.5; 048.6; 042.7; 040.0
48;2021;1;29; E; 061.3; 068.9; 063.8; 060.0; 055.1; 051.8
50;2021;1;29; E; 065.3; 071.0; 066.9; 063.8; 059.4; 054.7
54;2021;1;29; E; 061.5; 068.0; 064.5; 060.6; 053.9; 044.6
55;2021;1;29; E; 053.3; 063.6; 055.7; 049.1; 044.1; 040.1
86;2021;1;29; E; 055.4; 063.7; 058.0; 051.8; 044.0; 040.4
1;2021;1;29; N; 059.7; 069.7; 063.8; 052.2; 042.1; 038.1
2;2021;1;29; N; 062.3; 070.5; 065.8; 057.4; 051.3; 047.3
3;2021;1;29; N; 056.0; 065.4; 055.5; 051.7; 050.3; 042.9
5;2021;1;29; N; 049.6; 060.3; 053.9; 041.9; 035.4; 034.2
6;2021;1;29; N; 059.8; 069.4; 063.4; 053.2; 043.3; 038.6
8;2021;1;29; N; 057.7; 067.9; 061.7; 053.0; 043.8; 042.0
10;2021;1;29; N; 060.9; 067.1; 056.0; 047.9; 046.3; 046.0
11;2021;1;29; N; 057.2; 068.4; 061.2; 045.4; 037.2; 036.1
12;2021;1;29; N; 054.5; 062.8; 057.1; 049.5; 041.9; 036.6
13;2021;1;29; N; 046.4; 057.8; 048.4; 038.0; 034.6; 034.0
14;2021;1;29; N; 057.4; 065.8; 061.5; 053.9; 045.0; 039.7
16;2021;1;29; N; 053.1; 064.8; 057.7; 038.1; 033.0; 032.1
17;2021;1;29; N; 050.5; 060.6; 055.6; 037.6; 032.7; 031.6
18;2021;1;29; N; 049.2; 058.0; 050.9; 043.6; 042.2; 041.3
19;2021;1;29; N; 050.6; 062.4; 054.0; 041.8; 031.9; 028.5
20;2021;1;29; N; 048.9; 060.3; 051.7; 040.7; 037.1; 036.1
24;2021;1;29; N; 040.5; 051.3; 042.0; 037.0; 036.2; 036.0
25;2021;1;29; N; 061.2; 068.7; 065.7; 058.1; 048.3; 040.7
26;2021;1;29; N; 053.0; 065.3; 055.0; 047.8; 041.1; 037.1
27;2021;1;29; N; 049.1; 061.5; 050.4; 040.0; 032.0; 030.3
28;2021;1;29; N; 058.3; 071.3; 060.6; 040.8; 035.5; 034.9
29;2021;1;29; N; 048.2; 062.2; 048.9; 034.6; 033.4; 033.0
30;2021;1;29; N; 050.5; 061.6; 053.6; 041.4; 037.7; 036.3
31;2021;1;29; N; 047.8; 059.3; 045.8; 040.6; 038.0; 037.0
47;2021;1;29; N; 048.4; 061.8; 049.4; 037.8; 034.6; 034.0
48;2021;1;29; N; 052.1; 061.4; 056.0; 047.8; 039.7; 036.5
50;2021;1;29; N; 056.4; 065.7; 060.6; 051.6; 045.5; 043.0
54;2021;1;29; N; 050.1; 062.0; 054.4; 039.0; 033.9; 032.4
55;2021;1;29; N; 045.2; 055.6; 047.3; 039.8; 037.2; 036.2
86;2021;1;29; N; 043.9; 055.5; 045.6; 037.7; 035.4; 035.0
1;2021;1;30; T; 065.7; 072.7; 069.7; 061.9; 048.8; 042.0
2;2021;1;30; T; 068.1; 075.0; 070.4; 065.6; 055.4; 049.3
3;2021;1;30; T; 060.8; 070.8; 062.0; 054.9; 042.6; 039.5
5;2021;1;30; T; 061.1; 070.7; 063.9; 058.1; 039.6; 035.6
6;2021;1;30; T; 068.2; 075.8; 071.0; 064.3; 049.5; 042.7
8;2021;1;30; T; 065.0; 071.7; 067.1; 062.2; 049.5; 043.7
10;2021;1;30; T; 063.2; 071.7; 066.3; 058.6; 047.8; 046.4
11;2021;1;30; T; 066.3; 073.1; 069.4; 063.0; 044.2; 038.6
12;2021;1;30; T; 061.6; 070.5; 063.6; 058.9; 047.9; 041.7
13;2021;1;30; T; 055.4; 064.0; 058.5; 051.9; 039.8; 036.6
14;2021;1;30; T; 063.1; 069.6; 065.6; 062.1; 052.0; 045.3
16;2021;1;30; T; 061.3; 069.8; 064.8; 057.5; 039.8; 036.2
17;2021;1;30; T; 056.5; 063.4; 058.1; 052.2; 039.5; 035.2
18;2021;1;30; T; 057.2; 069.8; 058.5; 051.1; 042.0; 041.1
19;2021;1;30; T; 058.6; 066.7; 061.6; 055.7; 041.5; 033.9
20;2021;1;30; T; 059.7; 067.5; 061.9; 056.5; 043.1; 040.6
24;2021;1;30; T; 046.5; 055.8; 049.1; 043.7; 040.1; 037.0
25;2021;1;30; T; 066.4; 072.0; 069.6; 065.9; 052.5; 043.4
26;2021;1;30; T; 058.4; 068.3; 062.1; 054.4; 046.7; 041.9
27;2021;1;30; T; 056.7; 066.9; 059.4; 050.1; 038.8; 033.3
28;2021;1;30; T; 066.2; 075.0; 070.5; 061.0; 047.4; 038.6
29;2021;1;30; T; 057.5; 067.5; 061.2; 050.2; 036.4; 034.2
30;2021;1;30; T; 057.0; 065.5; 060.3; 054.5; 043.5; 040.5
31;2021;1;30; T; 062.0; 072.3; 066.7; 056.4; 042.1; 039.6
47;2021;1;30; T; 053.1; 063.3; 055.0; 049.2; 040.3; 036.7
48;2021;1;30; T; 060.3; 067.8; 063.0; 059.0; 046.7; 040.4
50;2021;1;30; T; 064.9; 070.8; 066.8; 062.3; 049.9; 045.4
54;2021;1;30; T; 060.3; 068.6; 064.0; 057.8; 040.1; 035.8
55;2021;1;30; T; 053.3; 062.5; 055.5; 049.3; 040.3; 038.1
86;2021;1;30; T; 055.4; 064.4; 058.5; 051.0; 038.3; 035.7
1;2021;1;30; D; 067.3; 073.3; 070.5; 065.1; 057.6; 052.3
2;2021;1;30; D; 069.6; 076.0; 071.1; 067.6; 062.9; 059.3
3;2021;1;30; D; 062.5; 074.1; 062.9; 057.9; 050.2; 044.7
5;2021;1;30; D; 063.4; 072.6; 065.3; 061.0; 056.0; 046.4
6;2021;1;30; D; 070.0; 077.0; 072.0; 066.5; 061.6; 056.0
8;2021;1;30; D; 066.7; 072.9; 067.9; 063.8; 059.2; 051.7
10;2021;1;30; D; 063.9; 072.2; 067.7; 061.2; 055.8; 050.1
11;2021;1;30; D; 068.1; 074.4; 070.2; 065.9; 059.0; 051.1
12;2021;1;30; D; 063.2; 073.0; 064.4; 060.6; 056.9; 053.3
13;2021;1;30; D; 056.1; 064.1; 059.2; 054.0; 048.2; 044.2
14;2021;1;30; D; 064.4; 070.3; 066.2; 063.5; 061.0; 058.3
16;2021;1;30; D; 063.1; 073.7; 065.7; 060.9; 052.1; 043.7
17;2021;1;30; D; 058.4; 064.8; 059.2; 054.8; 050.3; 046.6
18;2021;1;30; D; 058.9; 071.5; 060.0; 053.6; 047.4; 043.1
19;2021;1;30; D; 060.2; 067.4; 062.5; 057.8; 053.8; 050.2
